Ville,CodeInsee,LONGITUDE,LATITUDE,Jour,Mois,Annee,Ind_qual_air,Sous_ind_ozone,Sous_ind_particules_fines,Sous_ind_part_azote,Sous_ind_part_souffre,Code_coul
ANGERS,49007,-0.556177,47.472707,02,12,2005,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,03,12,2005,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,04,12,2005,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,05,12,2005,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,12,2005,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,07,12,2005,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,08,12,2005,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,09,12,2005,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,10,12,2005,2,1,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,11,12,2005,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,12,12,2005,3,2,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,13,12,2005,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,14,12,2005,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,15,12,2005,3,2,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,16,12,2005,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,17,12,2005,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,18,12,2005,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,19,12,2005,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,20,12,2005,3,1,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,21,12,2005,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,22,12,2005,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,23,12,2005,3,1,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,24,12,2005,3,3,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,25,12,2005,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,26,12,2005,3,2,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,27,12,2005,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,28,12,2005,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,29,12,2005,3,1,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,30,12,2005,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,31,12,2005,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,01,01,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,02,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,03,01,2006,3,1,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,04,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,05,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,01,2006,2,1,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,07,01,2006,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,08,01,2006,3,1,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,09,01,2006,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,10,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,11,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,12,01,2006,2,1,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,13,01,2006,3,2,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,14,01,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,15,01,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,16,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,17,01,2006,3,3,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,18,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,19,01,2006,3,2,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,20,01,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,21,01,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,22,01,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,23,01,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,24,01,2006,3,2,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,25,01,2006,4,2,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,26,01,2006,3,2,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,27,01,2006,4,2,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,28,01,2006,4,1,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,29,01,2006,4,2,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,30,01,2006,4,2,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,31,01,2006,5,2,5,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,01,02,2006,4,1,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,02,02,2006,4,2,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,03,02,2006,4,1,4,4,1,VERT
ANGERS,49007,-0.556177,47.472707,04,02,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,05,02,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,02,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,07,02,2006,3,2,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,08,02,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,09,02,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,10,02,2006,3,3,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,11,02,2006,3,3,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,12,02,2006,3,3,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,13,02,2006,4,3,3,4,1,VERT
ANGERS,49007,-0.556177,47.472707,14,02,2006,3,3,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,15,02,2006,3,3,,2,1,VERT
ANGERS,49007,-0.556177,47.472707,16,02,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,17,02,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,18,02,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,19,02,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,20,02,2006,3,3,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,21,02,2006,3,3,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,22,02,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,23,02,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,24,02,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,25,02,2006,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,26,02,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,27,02,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,28,02,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,01,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,02,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,03,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,04,03,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,05,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,03,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,07,03,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,08,03,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,09,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,10,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,11,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,12,03,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,13,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,14,03,2006,4,4,3,4,1,VERT
ANGERS,49007,-0.556177,47.472707,15,03,2006,4,4,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,16,03,2006,4,4,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,17,03,2006,4,4,4,2,1,VERT
ANGERS,49007,-0.556177,47.472707,18,03,2006,4,4,4,2,1,VERT
ANGERS,49007,-0.556177,47.472707,19,03,2006,3,3,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,20,03,2006,5,5,3,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,21,03,2006,4,2,4,3,1,VERT
ANGERS,49007,-0.556177,47.472707,22,03,2006,3,1,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,23,03,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,24,03,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,25,03,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,26,03,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,27,03,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,28,03,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,29,03,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,30,03,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,31,03,2006,4,4,3,1,1,VERT
ANGERS,49007,-0.556177,47.472707,01,04,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,02,04,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,03,04,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,04,04,2006,4,4,2,3,,VERT
ANGERS,49007,-0.556177,47.472707,05,04,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,04,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,07,04,2006,5,5,2,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,08,04,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,09,04,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,10,04,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,11,04,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,12,04,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,13,04,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,14,04,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,15,04,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,16,04,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,17,04,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,18,04,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,19,04,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,20,04,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,21,04,2006,4,4,3,4,1,VERT
ANGERS,49007,-0.556177,47.472707,22,04,2006,6,6,3,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,23,04,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,24,04,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,25,04,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,26,04,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,27,04,2006,4,4,3,1,1,VERT
ANGERS,49007,-0.556177,47.472707,28,04,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,29,04,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,30,04,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,01,05,2006,4,4,2,1,,VERT
ANGERS,49007,-0.556177,47.472707,02,05,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,03,05,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,04,05,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,05,05,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,07,05,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,08,05,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,09,05,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,10,05,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,11,05,2006,5,5,2,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,12,05,2006,5,5,3,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,13,05,2006,4,4,3,1,1,VERT
ANGERS,49007,-0.556177,47.472707,14,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,15,05,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,16,05,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,17,05,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,18,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,19,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,20,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,21,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,22,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,23,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,24,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,25,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,26,05,2006,2,2,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,27,05,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,28,05,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,29,05,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,30,05,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,31,05,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,01,06,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,02,06,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,03,06,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,04,06,2006,6,6,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,05,06,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,06,06,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,07,06,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,08,06,2006,6,6,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,09,06,2006,7,7,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,10,06,2006,6,6,3,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,11,06,2006,5,5,3,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,12,06,2006,7,7,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,13,06,2006,7,7,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,14,06,2006,6,6,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,15,06,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,16,06,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,17,06,2006,7,7,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,18,06,2006,6,6,3,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,19,06,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,20,06,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,21,06,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,22,06,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,23,06,2006,6,6,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,24,06,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,25,06,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,26,06,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,27,06,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,28,06,2006,6,6,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,29,06,2006,6,6,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,30,06,2006,6,6,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,01,07,2006,7,7,3,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,02,07,2006,7,7,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,03,07,2006,6,6,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,04,07,2006,6,6,3,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,05,07,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,06,07,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,07,07,2006,5,5,3,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,08,07,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,09,07,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,10,07,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,11,07,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,12,07,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,13,07,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,14,07,2006,7,7,3,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,15,07,2006,8,8,3,1,1,ROUGE
ANGERS,49007,-0.556177,47.472707,16,07,2006,7,7,2,1,,ORANGE
ANGERS,49007,-0.556177,47.472707,17,07,2006,8,8,3,2,1,ROUGE
ANGERS,49007,-0.556177,47.472707,18,07,2006,8,8,3,3,1,ROUGE
ANGERS,49007,-0.556177,47.472707,19,07,2006,7,7,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,20,07,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,21,07,2006,6,6,4,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,22,07,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,23,07,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,24,07,2006,6,6,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,25,07,2006,7,7,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,26,07,2006,7,7,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,27,07,2006,6,6,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,28,07,2006,5,5,1,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,29,07,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,30,07,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,31,07,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,01,08,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,02,08,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,03,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,04,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,05,08,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,06,08,2006,6,6,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,07,08,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,08,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,09,08,2006,5,5,2,1,1,ORANGE
ANGERS,49007,-0.556177,47.472707,10,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,11,08,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,12,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,13,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,14,08,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,15,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,16,08,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,17,08,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,18,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,19,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,20,08,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,21,08,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,22,08,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,23,08,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,24,08,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,25,08,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,26,08,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,27,08,2006,4,4,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,28,08,2006,3,3,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,29,08,2006,3,3,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,30,08,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,31,08,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,01,09,2006,5,5,2,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,02,09,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,03,09,2006,2,2,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,04,09,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,05,09,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,09,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,07,09,2006,4,4,3,1,1,VERT
ANGERS,49007,-0.556177,47.472707,08,09,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,09,09,2006,5,5,3,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,10,09,2006,5,5,3,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,11,09,2006,5,5,3,3,1,ORANGE
ANGERS,49007,-0.556177,47.472707,12,09,2006,4,4,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,13,09,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,14,09,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,15,09,2006,3,3,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,16,09,2006,4,4,3,1,1,VERT
ANGERS,49007,-0.556177,47.472707,17,09,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,18,09,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,19,09,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,20,09,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,21,09,2006,5,5,3,2,1,ORANGE
ANGERS,49007,-0.556177,47.472707,22,09,2006,4,4,1,2,1,VERT
ANGERS,49007,-0.556177,47.472707,23,09,2006,4,4,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,24,09,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,25,09,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,26,09,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,27,09,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,28,09,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,29,09,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,30,09,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,01,10,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,02,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,03,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,04,10,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,05,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,06,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,07,10,2006,3,3,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,08,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,09,10,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,10,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,11,10,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,12,10,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,13,10,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,14,10,2006,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,15,10,2006,3,2,3,1,1,VERT
ANGERS,49007,-0.556177,47.472707,16,10,2006,4,4,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,17,10,2006,3,3,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,18,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,19,10,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,20,10,2006,3,3,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,21,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,22,10,2006,3,3,2,1,1,VERT
ANGERS,49007,-0.556177,47.472707,23,10,2006,4,4,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,24,10,2006,4,4,2,3,1,VERT
ANGERS,49007,-0.556177,47.472707,25,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,26,10,2006,3,2,3,2,1,VERT
ANGERS,49007,-0.556177,47.472707,27,10,2006,3,2,3,3,1,VERT
ANGERS,49007,-0.556177,47.472707,28,10,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,29,10,2006,3,3,1,1,1,VERT
ANGERS,49007,-0.556177,47.472707,30,10,2006,2,2,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,31,10,2006,3,3,2,2,1,VERT
ANGERS,49007,-0.556177,47.472707,01,11,2006,3,3,2,1,1,VERT
